date,Account,daily_pnl,win_rate,average_trade_size,trades_per_day,long_ratio,short_ratio,classification,frequency_segment,consistency_segment,next_day_pnl,target,sentiment_flag
2024-01-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,6216.103571428571,14,1.0,0.0,Greed,Infrequent,Inconsistent,1202.488212,1,1
2024-01-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1202.488212,0.6923076923076923,7476.965384615385,13,0.15384615384615385,0.8461538461538461,Greed,Infrequent,Inconsistent,0.0,0,1
2024-01-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,11076.539230769231,13,1.0,0.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-01-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,34988.58,4,1.0,0.0,Greed,Infrequent,Inconsistent,1040.5747959999999,1,1
2024-01-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1040.5747959999999,0.2222222222222222,25670.122222222224,9,0.7777777777777778,0.2222222222222222,Extreme Greed,Infrequent,Inconsistent,337.835516,1,0
2024-01-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,337.835516,0.5925925925925926,22229.845925925925,27,0.18518518518518517,0.8148148148148148,Greed,Infrequent,Inconsistent,883.760812,1,1
2024-02-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,0.32432432432432434,6072.016756756757,37,0.16216216216216217,0.8378378378378378,Greed,Infrequent,Inconsistent,0.0,0,1
2024-02-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,8221.31,36,0.9722222222222222,0.027777777777777776,Greed,Infrequent,Inconsistent,0.0,0,1
2024-02-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,15000.21,2,1.0,0.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-02-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,24988.585,4,1.0,0.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-02-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,20000.0,2,1.0,0.0,Greed,Infrequent,Inconsistent,754.7378,1,1
2024-02-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,754.7378,0.35294117647058826,17691.249411764704,17,0.6470588235294118,0.35294117647058826,Greed,Infrequent,Inconsistent,5319.861625,1,1
2024-03-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.861625,0.6956521739130435,12059.708260869564,23,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,1118.387284,1,0
2024-03-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1118.387284,0.4,10388.008,10,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-03-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,8652.23,13,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-03-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,30002.25,4,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-03-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,27498.585,4,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,1467.1002210000001,1,0
2024-03-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1467.1002210000001,0.4444444444444444,31374.63555555556,9,0.5555555555555556,0.4444444444444444,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,2999.6165625,32,0.0,1.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,8999.890000000001,6,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,18215.87285714286,14,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,-108604.496278,0,0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-108604.496278,0.0,12521.542916666665,72,0.16666666666666666,0.8333333333333334,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,35004.98,1,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,2259.351364,1,0
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2259.351364,0.5,16623.486153846156,26,0.5,0.5,Extreme Greed,Infrequent,Inconsistent,291.35271,1,0
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,291.35271,0.23076923076923078,20080.955384615383,13,0.7692307692307693,0.23076923076923078,Extreme Greed,Infrequent,Inconsistent,4444.4983010000005,1,0
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,0.7,17253.157,10,1.0,0.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,5996.512500000001,4,0.0,1.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-05-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,13514.937,20,1.0,0.0,Greed,Infrequent,Inconsistent,-4779.219012,0,1
2024-05-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-4779.219012,0.0,12572.832941176472,17,0.8823529411764706,0.11764705882352941,Greed,Infrequent,Inconsistent,5767.161892,1,1
2024-05-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5767.161892,0.6666666666666666,16822.36472222222,36,0.25,0.75,Greed,Infrequent,Inconsistent,678.4759280000001,1,1
2024-05-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,678.4759280000001,0.5,20062.723,10,0.5,0.5,Neutral,Infrequent,Inconsistent,1435.68724,1,0
2024-05-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1435.68724,0.10526315789473684,40074.16368421053,19,0.0,1.0,Greed,Infrequent,Inconsistent,236.33513399999998,1,1
2024-06-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998,0.25,4263.979375,16,0.0,1.0,Greed,Infrequent,Inconsistent,968.59038,1,1
2024-06-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,968.59038,0.4444444444444444,22890.714444444442,9,0.8888888888888888,0.1111111111111111,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-06-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,8747.6675,4,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,130.487079,1,0
2024-06-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,130.487079,0.22727272727272727,13642.298181818182,22,0.2727272727272727,0.7272727272727273,Greed,Infrequent,Inconsistent,2821.24842,1,1
2024-06-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2821.24842,0.5833333333333334,10158.865,12,0.4166666666666667,0.5833333333333334,Greed,Infrequent,Inconsistent,7206.315268,1,1
2024-06-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7206.315268,0.3559322033898305,25128.245762711864,59,0.6610169491525424,0.3389830508474576,Greed,Infrequent,Inconsistent,0.0,0,1
2024-07-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,2173.397391304348,23,0.0,1.0,Fear,Infrequent,Inconsistent,656.21704,1,0
2024-07-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,656.21704,0.7,9890.126,10,0.4,0.6,Fear,Infrequent,Inconsistent,7329.223137999999,1,0
2024-07-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7329.223137999999,0.5769230769230769,15114.859615384614,52,0.75,0.25,Fear,Infrequent,Inconsistent,0.0,0,0
2024-07-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,10475.459523809524,21,0.0,1.0,Fear,Infrequent,Inconsistent,628.96246,1,0
2024-07-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,628.96246,0.5,30314.425,2,0.5,0.5,Fear,Infrequent,Inconsistent,2342.996384,1,0
2024-07-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2342.996384,1.0,49620.3625,4,1.0,0.0,Fear,Infrequent,Inconsistent,0.0,0,0
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,5827.370357142857,28,0.0,1.0,Fear,Infrequent,Inconsistent,0.0,0,0
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,6583.419,10,1.0,0.0,Fear,Infrequent,Inconsistent,0.0,0,0
2024-08-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,6428.95,7,1.0,0.0,Extreme Fear,Infrequent,Inconsistent,5396.546638,1,0
2024-08-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5396.546638,0.9428571428571428,12416.672857142858,35,0.9714285714285714,0.02857142857142857,Fear,Infrequent,Inconsistent,646.3734049999999,1,0
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,646.3734049999999,0.25,10026.734583333333,24,0.75,0.25,Fear,Infrequent,Inconsistent,0.0,0,0
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,8570.51857142857,7,0.0,1.0,Fear,Infrequent,Inconsistent,0.0,0,0
2024-09-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,19021.280000000002,3,0.0,1.0,Fear,Infrequent,Inconsistent,1147.595856,1,0
2024-09-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1147.595856,0.44,8679.6232,25,0.36,0.64,Fear,Infrequent,Inconsistent,0.0,0,0
2024-09-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,4199.992,5,1.0,0.0,Extreme Fear,Infrequent,Inconsistent,11147.900554,1,0
2024-09-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11147.900554,0.75,11003.166666666666,12,0.25,0.75,Fear,Infrequent,Inconsistent,396.06272,1,0
2024-09-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,396.06272,0.21428571428571427,15742.852142857142,14,0.7857142857142857,0.21428571428571427,Fear,Infrequent,Inconsistent,0.0,0,0
2024-09-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,16666.712222222224,9,1.0,0.0,Fear,Infrequent,Inconsistent,2350.499742,1,0
2024-09-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2350.499742,0.4117647058823529,21156.991764705883,17,0.7647058823529411,0.23529411764705882,Fear,Infrequent,Inconsistent,5207.443414,1,0
2024-10-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414,0.8780487804878049,8578.926097560974,41,0.975609756097561,0.024390243902439025,Fear,Infrequent,Inconsistent,2101.741695,1,0
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2101.741695,0.2727272727272727,7131.0,22,0.7272727272727273,0.2727272727272727,Neutral,Infrequent,Inconsistent,0.0,0,0
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,6000.075,4,1.0,0.0,Neutral,Infrequent,Inconsistent,11595.627026,1,0
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11595.627026,0.7674418604651163,15625.97930232558,43,0.23255813953488372,0.7674418604651163,Neutral,Infrequent,Inconsistent,0.0,0,0
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,18751.521249999998,16,1.0,0.0,Fear,Infrequent,Inconsistent,548.36595,1,0
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,548.36595,0.75,22568.36875,8,0.25,0.75,Fear,Infrequent,Inconsistent,3986.312514,1,0
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3986.312514,0.3333333333333333,19470.586944444443,36,0.75,0.25,Neutral,Infrequent,Inconsistent,389.743164,1,0
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164,0.125,4775.06,16,0.875,0.125,Greed,Infrequent,Inconsistent,251.604742,1,1
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,251.604742,1.0,7027.661111111111,9,0.0,1.0,Greed,Infrequent,Inconsistent,0.0,0,1
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,13143.021904761907,21,1.0,0.0,Greed,Infrequent,Inconsistent,1876.812082,1,1
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1876.812082,0.47368421052631576,8941.422105263156,19,0.5263157894736842,0.47368421052631576,Extreme Greed,Infrequent,Inconsistent,847.7766200000001,1,0
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,847.7766200000001,0.5,5104.981250000001,8,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,8885.327477,1,0
2024-11-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8885.327477,0.72,19556.1384,25,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,1479.677222,1,0
2024-11-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1479.677222,0.45,16571.107,20,0.55,0.45,Extreme Greed,Infrequent,Inconsistent,1083.777057,1,0
2024-11-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1083.777057,0.26666666666666666,23331.314333333332,30,0.2,0.8,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-12-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,7138.52761904762,21,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-12-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,4500.464,10,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2024-12-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,7600.664999999999,10,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,858.6705000000001,1,0
2024-12-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,858.6705000000001,0.375,2758.775,16,1.0,0.0,Extreme Greed,Infrequent,Inconsistent,541.55471,1,0
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,541.55471,0.7,15971.34,10,0.7,0.3,Extreme Greed,Infrequent,Inconsistent,2053.119744,1,0
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2053.119744,0.16216216216216217,14354.293783783784,74,0.8378378378378378,0.16216216216216217,Greed,Infrequent,Inconsistent,0.0,0,1
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,12254.174838709678,31,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2025-01-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,49999.51,1,1.0,0.0,Greed,Infrequent,Inconsistent,0.0,0,1
2025-01-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,22500.69,4,1.0,0.0,Greed,Infrequent,Inconsistent,1402.082488,1,1
2025-01-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1402.082488,0.4,7070.317,20,0.6,0.4,Greed,Infrequent,Inconsistent,1220.746604,1,1
2025-01-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1220.746604,0.5,14373.198571428571,14,0.21428571428571427,0.7857142857142857,Greed,Infrequent,Inconsistent,2399.9471460000004,1,1
2025-02-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2399.9471460000004,0.42105263157894735,19582.443684210524,19,0.5789473684210527,0.42105263157894735,Greed,Infrequent,Inconsistent,0.0,0,1
2025-02-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,25418.461333333333,30,1.0,0.0,Greed,Infrequent,Inconsistent,11005.991600000001,1,1
2025-02-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11005.991600000001,0.8076923076923077,43406.429615384615,26,0.19230769230769232,0.8076923076923077,Fear,Infrequent,Inconsistent,0.0,0,0
2025-02-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,19999.7,1,1.0,0.0,Greed,Infrequent,Inconsistent,3084.287743,1,1
2025-03-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3084.287743,0.6041666666666666,9644.217708333334,48,0.3958333333333333,0.6041666666666666,Extreme Fear,Infrequent,Inconsistent,1136.272279,1,0
2025-03-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1136.272279,0.5,26764.120833333334,12,0.5,0.5,Fear,Infrequent,Inconsistent,0.0,0,0
2025-03-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,31104.344444444443,9,1.0,0.0,Extreme Fear,Infrequent,Inconsistent,0.0,0,0
2025-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,7142.837142857143,14,1.0,0.0,Fear,Infrequent,Inconsistent,6403.5061239999995,1,0
2025-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6403.5061239999995,1.0,95439.94666666667,9,0.0,1.0,Fear,Infrequent,Inconsistent,8002.939313,1,0
2025-04-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8002.939313,0.4745762711864407,25872.653898305085,59,0.3728813559322034,0.6271186440677966,Fear,Infrequent,Inconsistent,4591.427138999999,1,0
2025-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4591.427138999999,0.6190476190476191,20216.697142857145,21,0.38095238095238093,0.6190476190476191,Fear,Infrequent,Inconsistent,890.33157,1,0
2025-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,890.33157,0.21052631578947367,19427.31105263158,19,0.7894736842105263,0.21052631578947367,Neutral,Infrequent,Inconsistent,0.0,0,0
2025-05-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,16663.026666666665,9,1.0,0.0,Greed,Infrequent,Inconsistent,,0,1
2024-09-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,0.0,1682.2211904761903,42,1.0,0.0,Fear,Frequent,Inconsistent,0.0,0,0
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,0.0,3332.177640449438,89,1.0,0.0,Extreme Greed,Frequent,Inconsistent,0.0,0,0
2025-01-04,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,0.0,13807.81,13,1.0,0.0,Greed,Frequent,Inconsistent,60544.304874,1,1
2025-01-05,0x513b8629fe877bb581bf244e326a047b249c4ff1,60544.304874,0.7173252279635258,22713.250030395135,329,0.2826747720364742,0.7173252279635258,Greed,Frequent,Inconsistent,0.0,0,1
2025-03-04,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,0.0,2260.9597959183675,49,1.0,0.0,Extreme Fear,Frequent,Inconsistent,,0,0
2024-11-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,698.009722,1.0,136.67374999999998,8,0.0,1.0,Extreme Greed,Infrequent,Consistent,362.84131,1,0
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,362.84131,1.0,133.0725,4,0.0,1.0,Extreme Greed,Infrequent,Consistent,0.0,0,0
2025-01-02,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,0.0,1987.6240000000003,5,1.0,0.0,Greed,Infrequent,Consistent,132.71954399999998,1,1
2025-01-04,0x6d6a4b953f202f8df5bed40692e7fd865318264a,132.71954399999998,0.2857142857142857,1954.3107142857145,14,0.2857142857142857,0.7142857142857143,Greed,Infrequent,Consistent,234.497751,1,1
2025-02-04,0x6d6a4b953f202f8df5bed40692e7fd865318264a,234.497751,0.2647058823529412,1120.655,34,0.4411764705882353,0.5588235294117647,Greed,Infrequent,Consistent,298.031364,1,1
2025-03-04,0x6d6a4b953f202f8df5bed40692e7fd865318264a,298.031364,0.25,922.9384999999999,20,0.95,0.05,Extreme Fear,Infrequent,Consistent,392.35488599999996,1,0
2025-04-04,0x6d6a4b953f202f8df5bed40692e7fd865318264a,392.35488599999996,0.15,626.296,60,0.6,0.4,Fear,Infrequent,Consistent,,0,0
2025-04-01,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,0.0,0.0,11569.857730496453,141,0.0,1.0,Fear,Frequent,Inconsistent,,0,0
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,1397.385294117647,17,0.0,1.0,Extreme Greed,Infrequent,Inconsistent,0.0,0,0
2025-01-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,791.3578571428571,14,0.7142857142857143,0.2857142857142857,Greed,Infrequent,Inconsistent,0.0,0,1
2025-02-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,8894.193333333335,3,0.0,1.0,Greed,Infrequent,Inconsistent,0.0,0,1
2025-02-02,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,837.1502702702703,37,0.0,1.0,Greed,Infrequent,Inconsistent,10915.212,1,1
2025-02-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,10915.212,1.0,1366.0404,25,1.0,0.0,Fear,Infrequent,Inconsistent,0.0,0,0
2025-03-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,6065.75,6,0.0,1.0,Extreme Fear,Infrequent,Inconsistent,17247.427499999998,1,0
2025-03-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,17247.427499999998,0.625,3784.509375,16,1.0,0.0,Fear,Infrequent,Inconsistent,0.0,0,0
2025-04-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,2128.95,1,0.0,1.0,Fear,Infrequent,Inconsistent,0.0,0,0
2025-04-02,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,15000.0,1,0.0,1.0,Fear,Infrequent,Inconsistent,169132.29611,1,0
2025-04-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,169132.29611,0.4967741935483871,3030.0763225806454,155,1.0,0.0,Fear,Infrequent,Inconsistent,0.0,0,0
2025-05-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,2863.6875,8,0.0,1.0,Neutral,Infrequent,Inconsistent,,0,0
2024-01-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409,0.9343065693430657,3452.370072992701,137,0.27007299270072993,0.7299270072992701,Greed,Frequent,Consistent,2507.122467,1,1
2024-01-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467,0.8333333333333334,4260.021458333334,48,0.14583333333333334,0.8541666666666666,Greed,Frequent,Consistent,1674.715167,1,1
2024-02-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167,0.875,2510.5745833333335,24,0.875,0.125,Greed,Frequent,Consistent,8361.086245,1,1
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245,0.6835443037974683,4946.1478481012655,79,0.45569620253164556,0.5443037974683544,Extreme Greed,Frequent,Consistent,126.7884,1,0
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884,0.5,3443.955,2,0.5,0.5,Extreme Greed,Frequent,Consistent,-13.844579999999999,0,0
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.844579999999999,0.14285714285714285,47.215714285714284,7,0.42857142857142855,0.5714285714285714,Extreme Greed,Frequent,Consistent,26773.771643,1,0
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643,0.8815331010452961,5485.087665505226,287,0.5609756097560976,0.43902439024390244,Greed,Frequent,Consistent,19791.026041,1,1
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041,0.9055555555555556,4676.724,180,0.3055555555555556,0.6944444444444444,Neutral,Frequent,Consistent,5296.433789,1,0
2024-05-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,0.9146341463414634,3723.111585365854,82,0.08536585365853659,0.9146341463414634,Greed,Frequent,Consistent,0.916,1,1
2024-05-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.916,0.5,41.15,2,0.5,0.5,Greed,Frequent,Consistent,6814.825139,1,1
2024-06-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.825139,0.8780487804878049,3990.4636585365856,82,0.5975609756097561,0.4024390243902439,Greed,Frequent,Consistent,0.0,0,1
2024-07-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.0,0.0,47.59,1,0.0,1.0,Fear,Frequent,Consistent,4271.886236,1,0
2024-08-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236,0.8805970149253731,2740.047462686567,67,0.2835820895522388,0.7164179104477612,Fear,Frequent,Consistent,1218.4267,1,0
2024-08-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267,0.5,24387.135,2,0.5,0.5,Fear,Frequent,Consistent,1.56576,1,0
2024-08-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.56576,0.3333333333333333,46.46,3,0.6666666666666666,0.3333333333333333,Fear,Frequent,Consistent,9949.501624,1,0
2024-09-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624,0.8290598290598291,5625.459401709401,117,0.7094017094017094,0.2905982905982906,Fear,Frequent,Consistent,0.01574,1,0
2024-09-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.01574,0.42857142857142855,16.731428571428573,7,0.42857142857142855,0.5714285714285714,Fear,Frequent,Consistent,2482.9272,1,0
2024-10-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272,0.6904761904761905,5237.472619047619,42,0.9047619047619048,0.09523809523809523,Fear,Frequent,Consistent,3634.56814,1,0
2024-10-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3634.56814,0.9607843137254902,1401.238888888889,153,0.26143790849673204,0.738562091503268,Neutral,Frequent,Consistent,3588.179495,1,0
2024-11-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495,0.9285714285714286,4202.844047619047,42,0.2857142857142857,0.7142857142857143,Greed,Frequent,Consistent,1567.4026840000001,1,1
2024-11-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1567.4026840000001,0.34782608695652173,7024.881304347826,23,0.5217391304347826,0.4782608695652174,Extreme Greed,Frequent,Consistent,3039.166,1,0
2024-12-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166,0.875,12880.10625,8,0.125,0.875,Extreme Greed,Frequent,Consistent,2237.798674,1,0
2024-12-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674,0.7634408602150538,2815.611935483871,93,0.07526881720430108,0.9247311827956989,Extreme Greed,Frequent,Consistent,323.34897900000016,1,0
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,323.34897900000016,0.07692307692307693,3563.27,52,0.5576923076923077,0.4423076923076923,Extreme Greed,Frequent,Consistent,9609.447365,1,0
2025-01-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9609.447365,0.7702702702702703,4026.3325675675674,148,0.7702702702702703,0.22972972972972974,Greed,Frequent,Consistent,3429.9583199999997,1,1
2025-02-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3429.9583199999997,0.9433962264150944,3870.1449056603774,53,0.32075471698113206,0.6792452830188679,Greed,Frequent,Consistent,948.6016900000001,1,1
2025-02-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,948.6016900000001,0.9166666666666666,3923.564166666667,12,0.9166666666666666,0.08333333333333333,Fear,Frequent,Consistent,90.98474,1,0
